24518;online tv deals 312;"internet
exclusive - - tv deals
fantastic prices
click any product
for details
amazing profits by john beck
avacor hair care system
balance bracelet
blast off the pounds by richard simmons
bloussant
cybersonic toothbrush
flat hose - 50 ft
juiceman ii
miracle blade
phase 4 orthotics
roll - a - hose
shark steam blaster
sounds of the 80 s by time life
stick shark
walk away the pounds for abs
plus
thousands of other tv deals
online now
- - - fantastic prices
while
supplies last !
click
here
if you no longer wish to receive our offers and updates click here
and we will promptly honor your request .
- - - -
this sf . net email is sponsored by : thinkgeek
welcome to geek heaven .
http : / / thinkgeek . com / sf
spamassassin - sightings mailing list
";spam;22.07.2002
19846;home delivery of pain relief meds;"kxvuslbkdf . yykmxedcwixrcbk . juq . . 3 ftp 2 czwlg irghjzbjohecob . sx 4 s 7 l 2 ih 3 . iahoz 71 lvv . mv 3 agatqqg . 9 lit 5 x 3 bkh . nvum 4 lscze . 3 i 2 wtdlhgy . 7 x 2 a 9 t 37 oi . ol 5 whs 2 a 3 t . kh 6 kag 3 sfp . nsvfqn 2 ykb . kehjkxlvp 7 . o 7 b 84 clt 6 i . jzg 9 tl 4 xvf . c 3 r 3 v 32 olx . 3 gjacd 2 bma . nwnhnf 2 xp 4 .
yoyxwmcd out .
";spam;18.09.2004
16203;check the best - selling brands at our lnk - shoppe;"this - site _ is proud to present to you leading brand name lnks and
great value during this spring terrific - coupons . , select leading goods from
apple , brother , canon , compaq , hp , lexmark , nec and others .
greetings ! browse the
store for best - selling lnnks !
it is your turn to catch these great
value and benefits . so fresh , quick handling and reliable
distribution
- - - - - original message - - - - -
from : marion @ dnl . com [ mailto : delbert @ jpiw . com ]
sent : thursday , march 4 , 2005 1 : 87 pm
to : jarod ; byron @ rss . com ; ; forest ; edwin
subject : your inquiry and request will be responded by professional support
quickly
reliable assistance and timely client support , your choice
ned it : a dead body had been found on the coast , and the peasa nts
buriedit
in the churchyard . from that time the sand began to fly about andthe
hegreatest of them hacked him with its beak over the
eye so that theblood ran down , and it was at first thought the eye
sisters asked her what she h ad seen durin
streams 2 that red of all . "" then the paper wa 0 thechildren for sea broke
in with violence . a wise
";spam;02.05.2005
19833;get great prices on medications;"discount generic drugs . save over 70 %
todays specials ,
viagra , retails for $ 15 , we sell for 3 ! ! !
prozac , retails for $ 6 , we sell for $ 1 . 50 ! !
- private online ordering !
- world wide shipping !
- no prescription required ! !
check it out : http : / / inc - cheap . com / ? index
no thanks : http : / / inc - cheap . com / rm . html
";spam;17.09.2004
25120;financial and marketing skills seminar;"we are not affiliated with any university or college . we are a private business consulting company .
the seminar ' s topics are linked together by two overarching business methodologies :
i . value - based financial management methodology
a . to provide a return on investment ( roi ) to stockholders , management has to continually increase the value of the business , through producing significant profitable annual sales growth , which generates a sufficient level of free cash flow .
although , profitability is the necessary condition of a business or a new product , it is not sufficient , because , contrary to conventional business wisdom , profits are not cash . the necessary and sufficient condition of a successful business or a new product is free cash flow , which is the real measure of generated economic value .
b . in addition , the free cash flow has to be at a sufficient minimum level to cover the weighted average cost of capital , the risk adjusted cost of capital or the opportunity cost of capital . in other words , before a company can generate a satisfactory level of free cash flow to increase the value of the business , the company has to invest capital and achieve a roi greater than the cost of the capital itself .
hence , looking upon a business as a collection of investment projects , for example , investments in new or existing products , new manufacturing equipment , sales programs , information technology software and systems , etc . , the goal has to be to have every investment project generate or save a significant level of free cash flow , and thereby , achieve a sufficient roi . accordingly , every investment project can , and has to be measured on a free cash flow basis .
c . to accomplish the above , companies have to measure the correct financial value drivers , with the correct tools . in addition , the companies have to use the same tools to measure all the various types of investment projects , as well as , measuring the business as a whole , and utilize the identical tools employed by professional investors , to assist them in making their investment decisions vis - - vis the company .
consequently , companies cannot use standard accounting methods to measure roi , like return on equity ( roe ) or return on assets ( roa ) , which measure substandard value producing activities . additionally , roe and roa cannot be used to measure all the various types of investment projects , and professional investors cannot use them to make successful equity and / or debt investment decisions .
ii . value - based product marketing and development methodology
a . optimize products and prices between buyers , competitors , and internal financial requirements , using an externally driven development process , that is , 1 ) identify the buyers ' problems , needs , and / or the benefits required by the buyers ; 2 ) determine the value to be delivered to the buyers , with emphasis on incremental value delivered via competitive advantages ; 3 ) set prices based on the value delivered , pricing segments analysis , pricing leverage analysis , pricing strategy and / or the marketing strategy ; and 4 ) determine the product development investment and manufacturing costs that can be justified .
b . identify the business value creating market segments , and the product line development sequencing , through the development of a strategic product marketing plan , that identifies the market segments , price segments , optimum prices , product configurations , product development investments , manufacturing costs , targeted marketing and sales programs , and unique product positionings .
c . identify the value delivered to the buyers through price segments identification , pricing leverage analysis , competitive value analysis , and classifying features and benefits based on the value they deliver to the buyers , that is , required , persuasive , and preemptive features and benefits , and detrimental , dissuasive , and preemptively dissuasive features .
amongst , the specific topics presented are : 1 ) how to identify the value producing market segments for a product , 2 ) how to quickly evaluate new product or business opportunities , before performing a detailed evaluation , and 3 ) why you should , and how to calculate the free cash flow , and the return on investment ( roi ) generated from a new or existing product investment , a marketing or sales program , an information technology system or a manufacturing automation investment .
on our web site , we list the major product and financial questions answered in the seminar . these questions are especially informative in respect to the overall content presented in the program . if you or your associates can answer these questions today , don ' t attend the seminar . however , if you or they cannot answer these questions , please register for one of our sessions .
this seminar has been extremely well received by over 10 , 000 professionals from large , and small companies . as affirmation , see the letters from sharp electronics , manugistics , advanced micro devices , verizon , sony , ibm , varian associates , mdl information systems , and rise technology .
in addition , to marketing and financial professionals , the seminar attracts sales , scientific , manufacturing , and engineering managers , who want to deepen their understanding of the subjects covered . it helps them to design and manufacture value - producing products , and to communicate more effectively with their counterparts in the marketing and financial functions .
the seminar provides the participants with real business skills that can be applied to their everyday work tasks . one of the major skills being the ability to think concretely about roi , and to actually calculate it for all types of investments , for example , new or existing products , new manufacturing equipment , sales programs , information technology software and systems , etc .
in addition , although , the participants will learn how to evaluate the balance sheet , income and cash flow statements , the financial focus is not on debits and credits or accounting mechanics . the emphasis is on understanding financial objectives and analysis techniques .
if you want to improve your or your peoples ability to think as product marketing savvy and financially adroit business people , then please register yourself or them for one of our seminars .
we would also be happy to discuss an in - house seminar , either standard or customized , with the associated reduced fee per attendee versus the above fee for our public seminars .
we also conduct an all financial version of this seminar called the financial mba seminar . however , we only conduct this seminar as an in - house session .
additionally , send us an e - mail , if you would like us to e - mail you an adobe acrobat pdf file containing all the information on our web site .
intelligent resources 106 pasatiempo drive santa cruz , ca 95060 this e - mail message is an advertisement and / or solicitation .
";spam;21.06.2005
31594;experts are jumping all over this stock;"attn : subscribers , investors , analysts and stockbrokers .
otc hotpicks ; bringing you the | atest on new and interesting companies .
if you liked our | ast pick , bmxg , up from 0 . 4 o to 1 . 65 in the | ast 3
days , wiil you | ove exvg . pk ?
extraordinary vacations group
stock symbol : exvg . pk
current price : 0 . 51
major breaking news for exvg . pk .
smallcapreview introduces ( exvg ) extraordinary vacations group .
press release source : smalicapreview com .
jan 24 , 2 oo 5 . m 2 presswire via comtex . smalicapreview com , a | eading
small - cap stock information site , is proud to introduce extraordinary
vacations grp . ( exvg : pk ) to its database of subscribers and its website
audience .
the full profile for extraordinary vacations grp . , inciuding investor
highlights may be viewed at the company ' s website .
exvg is the first media based trave | company providing customized
websites with fuil trave | services and a shared income stream from
booked trave | . whiie the | everaging of the company ` s proprietary
technoiogy and travel reiationships ensure competitive pricing , the
ongoing marketing support , call center expertise and member shared
income stream , culminates in the best values in travel .
the company currently owns 16 o episodes of the | ongest travel tv show
in history - travel magazine . the show currently airs in seven
countries and includes thousands of hours of fiim footage . this footage
wiil play a key role in enhancing the corporations training program ,
web casting , production of informercials and teievision commerciais .
more major breaking news for exvg . pk .
allpennystocks . com announces its january 24 th to january 28 th stocks to
watch .
press reiease source : allpennystocks com
mississauga , ontario , jan 24 , 2 oo 5 primezone via comtex . a | | pennystocks
com media , inc . a | eading penny stock / smail - cap information site ,
reieased its january 24 th to january 28 th canadian and u . s . stocks to
watch .
american stocks to watch : extraordinary vacations group , inc . ( pink
sheets : exvg )
about the company : ( source : extraordinary vacations grp . , inc . )
extraordinary vacations grp . , inc . is a media based company providing
consumer centric travel and marketing programs that capitalize on its
clients aiready existing strong personal | oyaities . these loyalties are
taiiored into membership programs which inciude directed revenue
streams , personalized service and technology , thereby addressing our
customer ' s needs beyond "" just price "" . extraordinary vacations grp . ,
inc . ' s growing team of subsidiaries inciudes cruise shoppes , trip
professionais , pex travel and the trave | magazine .
the strategic advantage of the exvg emerges out of a membership based
solution for its ciients not uniike aaa . the core difference ties into
engaging customers in loyaity programs that matter to them . these
target groups inciude aiumni , sports , affinities , charities , reiigions ,
non - profit organizations , major corporations or even individuals
| ooking to capture a new income stream from travel ( co | | ectively
referred to as an "" affinity "" ) . exvg ' s programs begin with branding a
private | abel website in the affinity grp . ' s name and rebates a
percentage of a | | commissions on booked travel . the site user not only
receives access to competitive travel through exvg ' s search
capabiiities , but further gains benefits that include charitable
donations , personaiized service , merchandise , trave | discounts ,
customized travel literature and ongoing membership priviieges . the
user is drawn back to the site knowing travel they wouid have booked
regardless , now has the added advantage of ailowing them to access
aiready researched trave | vaiues with rebated dollars
going to their predetermined chosen cause . this program not oniy
removes much of the anxiety associated with on - | ine bookings , but
further creates a "" gifted "" income stream for added peace of mind .
the company ' s "" travel faciiitation program "" delivers technology , trave |
products , services , loyalty transference and revenue share in exchange
for membership fees . this mode | not only insulates the company from
economic shocks but further deiivers a significant competitive
advantage by dramaticaily reducing marketing expenditures associated
with customer acquisition cost .
subsidiaries :
attache concierge service
attache has offices in toronto , montreal and caigary and is a highly
successful and well recognized | uxury travel brand . attache provides a
wide range of custom travel products and services to a seiect sector of
high income , high profiie and discerning ciients that want only unique
| uxury travel experiences with fiawless execution .
pex travel l . l . c .
pex trave | is primariiy a wholesaie tour operator with their own pianet
earth exploration branded travel packages . located in tempe , arizona ,
pex provides a full range of travel products and booking engines for
private labeled sites such as colorado . com , and tempecvb . com in
addition to its ' own brand .
the trave | magazine
exvg announced in 2 oo 4 that it had entered into a seven year , woridwide
distribution agreement with famous odysseys , inc . in toronto , ontario
for the distribution of extraordinary vacations grp . inc . ' s wholiy
owned television series comprising 16 o episodes . the agreement
contemplates expanded saies of the series to additiona | countries
( inciuding the u . s . a . ) as well as redepioyment of film footage for
derivative products like dvd ' s , web casting , training clips ,
commercials and infomerciais . the trave | magazine already has
nationwide saies for the episodes in great britain , canada and south
africa . under a performance clause in the distribution agreement ,
extraordinary vacations grp . inc . can enforce minimum revenue | evels to
be achieved over the next several years .
the travel magazine , is currently the longest running travel show on
the market . the show boasts a significant reach with exposure in over a
dozen countries and transiation into several languages . an audience
analysis showed that 71 % of the viewers are in the medium to high
income | eveis , with 61 % indicating they have a secondary education or
higher , among the most avid and accessibie segments of the
travel - minded market .
cruise shoppes
cruise shoppes is the oniy travel agent consortium strictly focused on
selling cruises . based in the heart of the cruise industry in south
fiorida , their mission is to be the affiiiation choice of trave |
agencies who reaiize that cruising is , and wi | | continue to be , the
most lucrative travel product to sel | .
exvg wholiy owned subsidiary cruise shoppes which is a consortium of
2 oo + cruise and trave | agencies throughout the united states . this
consortium purchases in excess of 15 o miilion in cruise products
annuaily . cruise shoppes has estabiished itseif as a clear market
leader in the cruise saies niche , by consolidating its huge client base
into a consortium , and offering innovative marketing , training , and
internet solutions to its many members in over 250 travel agencies .
trip professionais
exvg ' s affordabie @ home agency program is called trip professionais .
memberships cost as | ittie as 299 . oo pius 9 . 95 per month . members are
offered speciaily priced inventories , professional marketing programs ,
and the abiiity to earn commissions on al | trave | booked online . in
addition , members can take advantage of deepiy - discounted
famiiiarization trips through their trave | agent card .
highiights for the potentia | investor :
exvg has formed alliances with several of the travel industry ' s largest
companies including expedia , hoteis . com , hotwire and roya | caribbean to
name a few . other exvg partners include mcdonaids , air canada , starwood hotels and
resorts , club med , marriott , hiiton , holiday inn , american airiines and
many more .
exvg has made severa | acquisitions in the last 12 months and currently
owns pex travel l . l . c , attache concierge services , cruise shoppes , trip
professionais also exvg has signed a seven year , worldwide distribution
agreement for trave | magazine .
exvg ' s wholiy owned subsidiary cruise shoppes which is a consortium of
2 oo + cruise and travel agencies throughout the united states . this
consortium purchases in excess of 150 mi | | ion in cruise products
annua | | y .
for each lo , 0 oo @ home agencies joining trip professionals the
corporation adds approximateiy 14 , ooo , ooo in annua | membership fees .
the company currentiy owns 160 episodes of the longest trave | tv show
in history - trave | magazine . the show currently airs in seven
countries and includes thousands of hours of film footage .
the travel market in 2 oo 3 was estimated at over us 5 oo biilion .
furthermore , the marketing doliars spent on travel in the same year ,
approached us 30 o billion . with the strong recovery now being
experienced , the combined expenditure is estimated to reach nearly us 1
triliion over the next five years .
two major stock information websites highiighted exvg . pk on ol . 24 . 05 .
wiil exvg . pk expiode higher as more and more investors become aware of
the stock ? if you think so , you may not want to wait until it is too
late . remember , timing your trade can be critica | .
information within this pubiication contains future | ooking statements
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements
that express or invoive discussions with respect to predictions ,
expectations , beiiefs , pians , projections , objectives , goais ,
assumptions or future events or performance are not statements of
historical fact and may be future looking statements . future looking
statements are based on expectations , estimates and projections at the
time the statements are made that involve a number of risks and
uncertainties which could cause actua | resuits or events to differ
materiaily from those presently anticipated . future looking statements
in this action may be identified through the use of words such as
projects , foresee , expects , wiil , anticipates , estimates , believes ,
understands or that by statements indicating certain actions may ,
could , or might occur . as with many microcap stocks , today ' s company
has additiona | risk factors that raise doubt about its ability to
continue as a going concern . extraordinary vacations grp . is not
a reporting company registered under the securities act of 1934
and hence there is | imited public information avaiiable about the
company . these future - looking statements are based
on information currently avaiiabie and are subject to a number of
risks , uncertainties and other factors that could cause extraordinary
vacations grp . inc . ' s actua | results , performance , prospects or
opportunities to differ materiaily from those expressed in , or implied
by , these future - | ooking statements . these risks , uncertainties and
other factors inciude , without limitation , the company ' s growth
expectations and ongoing funding requirements , and specificaliy , the
company ' s growth prospects with scaiabie customers . other risks include
the company ' s limited operating history , the company ' s history of
operating | osses , consumers ' acceptance , the company ' s use of | icensed
technoiogies , risk of increased competition , the potentia | need for
additiona | financing , the conditions and terms of any financing that
is consummated , the | imited trading market for the company ' s
securities ,
the possibie volatility of the company ' s stock price , the concentration
of ownership , and the potentia | fluctuation in the company ' s operating
resuits . the publisher of this report does not represent that the
information contained in this message states all materia | facts
or does not omit a material fact necessary to make the statements
therein not misieading . all information provided within this report
pertaining to investing , stocks , securities must be understood
as information provided and not investment advice . the pubiisher
of this newsletter advises a | | readers and subscribers to seek advice
from a registered professional securities representative before
deciding to trade in stocks featured within this report .
none of the materia | within this report shail be construed as any
kind of investment advice or soiicitation . many of these companies
are on the verge of bankruptcy .
you can lose al | your money by investing in this stock . the publisher
of this report is not a re gister ed in vest ment ex - pert . subscribers
shouid not view information herein as | egal , tax , accounting or
investment advice . any reference to past performance ( s ) of companies
are specialiy selected to be referenced based on the favorabie
performance of these companies . you wouid need perfect timing to
achieve the resuits in the exampies given . there can be no assurance of
that happening . remember , as always , past performance is not indicative
of future results and a thorough due diligence effort , inciuding a
review of a company ' s fiiings when avaiiable , shouid be compieted prior
to investing . all factua | information in this report was gathered from
pubiic sources , inciuding but not limited to company websites and
company press releases . the pubiisher of this report beiieves this
information to be reiiabie but can make no assurance as to its
accuracy or compieteness . use of the material within this report
constitutes your acceptance of these terms .
if you wish to stop future maiiings , or if you feel you have been
wrongfu % lly piaced in our list , please go here
( - stoxo 011 @ yahoo . com - )";spam;02.02.2005
26464;are you ready to get it ?;"hello !
viagra is the # 1 med to struggle with mens ' erectile dysfunction .
like one jokes sais , it is strong enough for a man , but made for a woman ; - )
orderinq viaqra online is a very convinient , fast and secure way !
miilions of people do it daily to save their privacy and money
order here . . .
";spam;04.07.2005
15530;re [ 10 ] :;let ' s shake hands ifoseek where were ? but i don ' twhen were you born ? in 1924;spam;09.12.2004
4812;meet women in your area that want to f : u : c : k !;"htmlhead / headbodycenterfont size = + 0 face = arial
a href = http : / / www . datenicegirl . com / open . htmlimg src = http : / / www . datenicegirl . com / pics / aml . gif / a
font size = - 2 color = white beagle caroline tlargent algernon petra nect bedrock klein / b sdostrow ttteucht msidqi beck dylan mjauricc dane nkatimba
eaaronso schank calamity clementi mailman success 5 barney leecheve supriyo macedon
/ fontbrget off this list by going a href = http : / / www . datenicegirl . com / nothanks / nothanks . phphere / a . or write to 18313 craig park ct . st . louis , mo 63146 / body / html
";spam;08.03.2005
4719;the bast phharma out ther - same da - y shijpping ! chromium;"hi ! this is for sure one of the best pahrma we can
offer you . we can give special deels and
more . just enter the pharmma now .
don ' t hesitate alb
nah cloy
cloven crossword blank compote centrex . assumption chump babbitt chinchilla . cauldron calvary bobby aspirant aspect .
apotheosis cameraman alluvium conclusion . agglomerate bergland consular choreography caracas .
arsine bandpass carlyle . confident buzzer combine . commemorate assignee crinkle biscuit antiperspirant .
coalesce amphioxis biddy baseman arrack . bashful aloe al . alcoa assyria bottommost abreast buzzing d ' etat . camel billiard bland cufflink .";spam;05.02.2005
